sgRNA	gene	lib	input	d5	d15-rep1	d15-rep2	d15-rep3	d15-rep4	d15-rep5	spleen1	spleen2	spleen3	spleen4	spleen5	bm1	bm2	bm3	bm4	bm5	men1	men2	men3	men4	men5
gRNA_2265	Crebbp	20219.0	13061.0	18763.0	118605.0	14029.0	7979.0	19867.0	310.0	5641.0	19747.0	16335.0	9104.0	5825.0	10893.0	1716.0	2660.0	23216.0	16067.0	2627.0	4372.0	5643.0	7592.0	181039.0
gRNA_2385	Csf3r	38230.0	30584.0	37397.0	168499.0	10676.0	38942.0	22477.0	582.0	46972.0	34118.0	44276.0	8712.0	10152.0	69025.0	3034.0	10153.0	14723.0	21976.0	29313.0	22793.0	31744.0	2252.0	24042.0
gRNA_2401	Ctcf	17580.0	11953.0	15727.0	85680.0	8387.0	15817.0	21925.0	221.0	14366.0	6206.0	6564.0	1867.0	1444.0	9232.0	1294.0	874.0	9826.0	4197.0	1106.0	2107.0	2872.0	570.0	13.0
gRNA_2474	Ctnnb1	11782.0	7621.0	11147.0	48162.0	3348.0	3098.0	12308.0	163.0	6275.0	4145.0	3394.0	2414.0	1874.0	4758.0	849.0	8159.0	9161.0	1270.0	1434.0	647.0	62753.0	17033.0	85079.0
gRNA_2569	Daxx	16751.0	10136.0	15351.0	78126.0	10882.0	8287.0	21451.0	215.0	10452.0	14988.0	8517.0	3960.0	4511.0	5200.0	21479.0	756.0	5173.0	757.0	1170.0	15184.0	2121.0	9628.0	16233.0
gRNA_2658	Dis3	21341.0	16597.0	19291.0	137245.0	8439.0	13411.0	20054.0	407.0	15268.0	10754.0	20519.0	5779.0	5961.0	33991.0	1683.0	3786.0	15250.0	5447.0	474.0	1311.0	3320.0	14673.0	9721.0
gRNA_2703	Dnmt3a	14759.0	14273.0	15613.0	73456.0	8236.0	8935.0	23024.0	603.0	8104.0	5011.0	9800.0	3543.0	8791.0	4794.0	3952.0	469.0	4874.0	12693.0	37454.0	2438.0	3758.0	33506.0	66956.0
gRNA_2747	Dnmt3a	15078.0	10957.0	13495.0	45005.0	6762.0	12391.0	9961.0	108.0	8047.0	10816.0	9494.0	5534.0	2148.0	20784.0	6766.0	2834.0	13316.0	8169.0	503.0	14733.0	4780.0	2084.0	8529.0
gRNA_2775	Dnmt3a	21895.0	13634.0	19172.0	54194.0	13432.0	16946.0	13998.0	354.0	14287.0	10323.0	9653.0	6208.0	2158.0	19298.0	4154.0	5963.0	15206.0	5269.0	389.0	1180.0	14362.0	4852.0	15339.0
gRNA_2810	Dnmt3a	24191.0	14674.0	16568.0	89606.0	21819.0	12535.0	26285.0	229.0	14627.0	21924.0	16838.0	6215.0	6757.0	8280.0	26394.0	5009.0	12954.0	10760.0	2282.0	3610.0	16649.0	53978.0	7236.0
gRNA_3011	Egfr	26205.0	23572.0	26581.0	114834.0	12110.0	19635.0	29509.0	548.0	20665.0	23957.0	28182.0	12073.0	20071.0	13251.0	13987.0	7334.0	16742.0	17763.0	37655.0	6262.0	14486.0	231726.0	10465.0
gRNA_3012	Egfr	16179.0	15947.0	18143.0	40641.0	1818.0	12913.0	8801.0	216.0	5288.0	11176.0	12390.0	5672.0	9201.0	13245.0	4412.0	3991.0	11752.0	4613.0	822.0	2866.0	2691.0	26327.0	24785.0
gRNA_3031	Eif1ad19	25831.0	18011.0	16794.0	67935.0	4024.0	14690.0	7540.0	431.0	10676.0	21318.0	35184.0	4387.0	6368.0	9006.0	71024.0	4982.0	5269.0	13107.0	54990.0	2608.0	2488.0	1322.0	922.0
gRNA_3084	Ep300	5923.0	4674.0	6754.0	25433.0	1699.0	2398.0	2883.0	162.0	1861.0	5508.0	8161.0	3034.0	1327.0	5222.0	949.0	620.0	3932.0	465.0	277.0	75.0	771.0	2060.0	2342.0
gRNA_3086	Ep300	10932.0	9184.0	11522.0	86858.0	5872.0	11875.0	8794.0	317.0	11561.0	8762.0	14553.0	2715.0	1915.0	31313.0	1114.0	4825.0	15682.0	6590.0	73.0	3037.0	4909.0	8734.0	3589.0
gRNA_3107	Ep300	15194.0	9568.0	14209.0	45135.0	2565.0	14299.0	9776.0	174.0	5601.0	9643.0	7213.0	5604.0	3001.0	18649.0	905.0	2664.0	6042.0	4365.0	1517.0	10767.0	7791.0	1574.0	23031.0
gRNA_3522	Erbb3	20924.0	8649.0	12672.0	115595.0	10073.0	7781.0	12410.0	229.0	14140.0	10511.0	18304.0	3575.0	10073.0	7283.0	5498.0	10788.0	47068.0	8278.0	3074.0	11651.0	15470.0	8051.0	204725.0
gRNA_3523	Erbb3	15133.0	12891.0	12815.0	49725.0	3451.0	5867.0	7450.0	206.0	10528.0	13397.0	10323.0	4747.0	5229.0	12191.0	5247.0	5999.0	5904.0	3275.0	2499.0	3707.0	2031.0	1171.0	32226.0
gRNA_3524	Erbb3	18729.0	19409.0	21744.0	75412.0	8956.0	13232.0	15807.0	302.0	8286.0	20897.0	19519.0	6253.0	11585.0	13476.0	2381.0	3119.0	13538.0	6446.0	4594.0	12239.0	7741.0	19151.0	7992.0
gRNA_3525	Erbb3	16402.0	14120.0	20651.0	59954.0	4141.0	4067.0	5421.0	232.0	9067.0	10343.0	14263.0	5542.0	6704.0	13799.0	1189.0	4390.0	2275.0	10335.0	15086.0	12500.0	9116.0	9274.0	17445.0
gRNA_3570	Erbb3	26907.0	20828.0	23383.0	125986.0	7945.0	15249.0	19845.0	504.0	13396.0	29334.0	28138.0	9562.0	10107.0	10952.0	23753.0	10722.0	4736.0	6972.0	72600.0	10477.0	11796.0	13264.0	7034.0
gRNA_3579	Erbb3	10075.0	8422.0	9666.0	33060.0	5726.0	1162.0	12656.0	326.0	8684.0	4406.0	6896.0	1637.0	1079.0	4984.0	206.0	1431.0	3869.0	963.0	34735.0	126.0	1024.0	1268.0	2589.0
gRNA_3580	Erbb3	17984.0	12294.0	15958.0	54405.0	5516.0	7458.0	10070.0	285.0	18182.0	13084.0	21472.0	5703.0	9488.0	10560.0	1251.0	5250.0	13265.0	5220.0	798.0	10751.0	2626.0	2036.0	8899.0
gRNA_3677	Ercc2	47268.0	38019.0	49359.0	205297.0	22377.0	28956.0	37601.0	644.0	52149.0	36050.0	58586.0	17966.0	37826.0	68755.0	15991.0	13615.0	37239.0	17370.0	18994.0	27655.0	100723.0	22169.0	35242.0
gRNA_3686	Ercc2	19462.0	18156.0	21272.0	109481.0	8085.0	13941.0	15506.0	394.0	22141.0	22075.0	27136.0	5851.0	26785.0	38588.0	122728.0	3492.0	10553.0	10268.0	2920.0	5128.0	192305.0	10564.0	1960.0
gRNA_3698	Ercc2	37379.0	32198.0	37949.0	155930.0	14130.0	33507.0	23705.0	458.0	29570.0	43490.0	56509.0	14020.0	13612.0	14441.0	19502.0	11587.0	28834.0	9894.0	96202.0	35313.0	35783.0	4517.0	20351.0
gRNA_3703	Ercc2	21048.0	10527.0	11229.0	29471.0	5579.0	7438.0	13295.0	284.0	13420.0	6285.0	22272.0	3430.0	5330.0	31522.0	1925.0	3424.0	7868.0	4217.0	91830.0	3366.0	2080.0	21346.0	557130.0
gRNA_3905	Etv6	15474.0	14212.0	15655.0	55862.0	6162.0	16894.0	11192.0	340.0	16771.0	21129.0	13990.0	3755.0	5547.0	13862.0	1660.0	387.0	13190.0	13801.0	821.0	1916.0	853.0	25211.0	2483.0
gRNA_3906	Etv6	7784.0	6408.0	7536.0	8536.0	2280.0	943.0	3297.0	75.0	790.0	3208.0	3350.0	1548.0	3267.0	1858.0	3251.0	206.0	3397.0	600.0	1372.0	5282.0	235.0	147.0	210206.0
gRNA_3909	Etv6	26147.0	17124.0	19149.0	78543.0	6151.0	36622.0	18573.0	443.0	11115.0	13469.0	17775.0	8486.0	16701.0	16229.0	27927.0	3130.0	10875.0	8559.0	905.0	11633.0	12347.0	4614.0	8849.0
gRNA_4033	Fat1	33074.0	25632.0	23505.0	142819.0	16169.0	12194.0	27057.0	678.0	43438.0	21749.0	17238.0	8668.0	22079.0	27320.0	24792.0	19245.0	11454.0	15613.0	12116.0	6079.0	47821.0	4485.0	69553.0
gRNA_4195	Fgf4	61290.0	42384.0	44802.0	352710.0	34558.0	27177.0	84424.0	888.0	54343.0	40319.0	39007.0	22352.0	16543.0	36180.0	12097.0	7692.0	41908.0	13401.0	235436.0	8726.0	49748.0	10994.0	5949.0
gRNA_4440	Flt3	34580.0	20067.0	23264.0	123804.0	18434.0	16056.0	26360.0	758.0	42881.0	29451.0	38013.0	7217.0	8777.0	49019.0	41581.0	3716.0	20751.0	14233.0	9248.0	13951.0	24769.0	4421.0	4134.0
gRNA_4461	Flt3	12618.0	11598.0	14678.0	59481.0	13785.0	5209.0	5646.0	219.0	7766.0	3852.0	6981.0	3129.0	5813.0	3307.0	704.0	1634.0	6180.0	6355.0	16515.0	909.0	2596.0	2025.0	17725.0
gRNA_4577	Foxa1	19979.0	9108.0	13763.0	65791.0	6653.0	11492.0	10911.0	227.0	19428.0	12601.0	13882.0	3543.0	5465.0	14099.0	2387.0	6355.0	9643.0	3443.0	11397.0	4045.0	5167.0	42307.0	1440.0
gRNA_4578	Foxa1	10818.0	6237.0	8111.0	52430.0	2504.0	3448.0	6925.0	65.0	2436.0	4887.0	4423.0	2600.0	4017.0	3886.0	30553.0	1255.0	127.0	2334.0	213.0	21637.0	23084.0	1037.0	1794.0
gRNA_4621	Foxo1	6263.0	4186.0	3156.0	7750.0	1393.0	2653.0	3427.0	50.0	4245.0	2188.0	3896.0	2401.0	790.0	6051.0	134.0	2220.0	2852.0	433.0	208.0	788.0	232.0	1.0	694.0
gRNA_4628	Foxo1	15811.0	8409.0	10670.0	66782.0	2593.0	3648.0	8065.0	89.0	4520.0	9401.0	6767.0	2579.0	7199.0	3166.0	291.0	325.0	4031.0	2734.0	2613.0	952.0	5260.0	257.0	1055.0
gRNA_4735	Gata2	24340.0	16733.0	17376.0	104459.0	10143.0	14609.0	26824.0	234.0	11002.0	15068.0	19951.0	6421.0	11872.0	20166.0	13694.0	2875.0	22884.0	8301.0	6095.0	926.0	3152.0	599.0	39345.0
gRNA_4770	Gata3	21303.0	14379.0	15152.0	112243.0	7958.0	10357.0	6577.0	337.0	5025.0	8005.0	12012.0	5480.0	6952.0	4136.0	931.0	4563.0	17509.0	6804.0	515.0	3243.0	17455.0	20637.0	625.0
gRNA_4782	Gata3	13260.0	8145.0	10574.0	48373.0	2917.0	18457.0	5227.0	118.0	7092.0	10730.0	14268.0	2923.0	5544.0	13704.0	673.0	1148.0	10401.0	5828.0	2185.0	22407.0	7249.0	1356.0	24686.0
gRNA_4829	Gli1	27584.0	18881.0	20557.0	130716.0	46985.0	7131.0	23462.0	426.0	12896.0	20639.0	20712.0	4263.0	9013.0	6292.0	73831.0	2095.0	12661.0	11244.0	603.0	910.0	6729.0	14540.0	28693.0
gRNA_4888	Gnas	6425.0	4862.0	7907.0	41249.0	3324.0	10779.0	18783.0	187.0	5728.0	5081.0	3418.0	409.0	20.0	68154.0	56255.0	3527.0	2214.0	2636.0	213.0	3225.0	1360.0	6884.0	1.0
gRNA_5194	Idh2	30694.0	15431.0	16674.0	98664.0	15430.0	6391.0	16269.0	68.0	10835.0	21234.0	18927.0	7450.0	9666.0	9588.0	1515.0	2027.0	37509.0	11801.0	7980.0	10523.0	3441.0	1348.0	3806.0
gRNA_5228	Igf1r	12005.0	11832.0	16538.0	59898.0	4245.0	6119.0	10859.0	377.0	15439.0	16666.0	11093.0	6828.0	8673.0	39651.0	4421.0	5284.0	2575.0	21407.0	38316.0	2889.0	5102.0	4502.0	68581.0
gRNA_5236	Igf1r	22417.0	12003.0	17062.0	62818.0	9069.0	8966.0	16178.0	342.0	9361.0	13575.0	17012.0	9230.0	6653.0	22559.0	36802.0	3710.0	13909.0	5086.0	1981.0	5391.0	7853.0	4374.0	6599.0
gRNA_5373	Inha	39064.0	19568.0	20750.0	90055.0	5639.0	12531.0	16211.0	223.0	14209.0	23502.0	33792.0	8504.0	5485.0	19353.0	2729.0	6174.0	9902.0	15985.0	143861.0	17449.0	7695.0	20696.0	16378.0
gRNA_5374	Inha	10777.0	7344.0	10982.0	26891.0	6497.0	2296.0	9744.0	168.0	577.0	7040.0	9342.0	2529.0	4760.0	2668.0	940.0	2694.0	1945.0	2228.0	94.0	59.0	958.0	1566.0	6702.0
gRNA_5501	Inppl1	22353.0	12190.0	18125.0	43994.0	11993.0	5920.0	16111.0	309.0	8391.0	12745.0	6144.0	4891.0	6177.0	3008.0	1200.0	4180.0	14641.0	3342.0	148.0	2672.0	7650.0	628.0	82105.0
gRNA_5621	Irf8	24588.0	12198.0	16338.0	56970.0	8325.0	21664.0	15485.0	236.0	6545.0	8692.0	10208.0	4648.0	7056.0	13016.0	2921.0	10764.0	11057.0	1403.0	5587.0	734.0	945.0	6078.0	1945.0
gRNA_5624	Irs1	27800.0	15976.0	19931.0	110383.0	16424.0	10706.0	15821.0	621.0	56023.0	14721.0	18525.0	5705.0	14218.0	6249.0	15085.0	1282.0	11293.0	9826.0	1051.0	2976.0	4476.0	1717.0	50131.0
gRNA_5625	Irs1	19133.0	14739.0	14236.0	110533.0	6714.0	4083.0	12982.0	281.0	17610.0	14530.0	21258.0	8121.0	4054.0	9166.0	1706.0	7330.0	11336.0	4895.0	14267.0	2781.0	4032.0	2946.0	4792.0
gRNA_5740	Jak1	21302.0	27456.0	33786.0	132617.0	6383.0	15306.0	21733.0	513.0	25991.0	25597.0	22821.0	8529.0	16589.0	13824.0	2401.0	2757.0	20758.0	9913.0	3412.0	6190.0	18008.0	10033.0	6888.0
gRNA_6080	Keap1	17547.0	10785.0	16436.0	68917.0	8714.0	16177.0	6739.0	143.0	5928.0	12036.0	9652.0	4467.0	7731.0	13616.0	1852.0	2534.0	17545.0	5345.0	1826.0	3158.0	5861.0	5205.0	1467.0
gRNA_6081	Keap1	15880.0	9775.0	8991.0	62957.0	23086.0	12703.0	15764.0	129.0	7037.0	9205.0	6094.0	2766.0	5818.0	5465.0	1993.0	1537.0	4617.0	6829.0	2981.0	727.0	39578.0	7308.0	6360.0
gRNA_6087	Keap1	20977.0	10804.0	12218.0	62768.0	4579.0	19786.0	24592.0	172.0	3439.0	4116.0	10014.0	5451.0	9191.0	6187.0	4222.0	2406.0	9496.0	27657.0	359.0	658.0	3307.0	1319.0	1760.0
gRNA_6111	Kit	23120.0	18418.0	23791.0	115890.0	11064.0	24565.0	25303.0	762.0	23646.0	25322.0	21229.0	8158.0	7665.0	34581.0	2165.0	1630.0	17689.0	14219.0	8230.0	1933.0	34261.0	11447.0	5736.0
gRNA_6125	Kit	8308.0	4259.0	6642.0	24621.0	1898.0	8775.0	2304.0	73.0	9138.0	6594.0	8537.0	2146.0	3528.0	902.0	1792.0	1420.0	4678.0	216.0	222.0	180.0	8145.0	517.0	6263.0
gRNA_6472	Kmt2d	9997.0	6356.0	8117.0	36775.0	5687.0	5844.0	5634.0	56.0	3921.0	6896.0	1690.0	3365.0	1457.0	2294.0	501.0	463.0	2669.0	1404.0	32.0	732.0	2174.0	3359.0	7747.0
gRNA_6480	Kmt2d	8612.0	8343.0	7786.0	37362.0	4737.0	5082.0	11162.0	274.0	6871.0	3164.0	3989.0	1400.0	133.0	2219.0	276.0	111.0	8949.0	1558.0	3.0	9491.0	584.0	1975.0	18031.0
gRNA_6629	Kmt2d	11795.0	8941.0	10247.0	64322.0	11984.0	10727.0	15597.0	196.0	5374.0	7666.0	8580.0	3773.0	3033.0	5034.0	323.0	736.0	13705.0	629.0	858.0	6361.0	782.0	87.0	2029.0
gRNA_6712	Kras	23047.0	16744.0	25757.0	106524.0	15139.0	22440.0	31280.0	437.0	14476.0	17646.0	12114.0	6044.0	10679.0	34191.0	77363.0	3391.0	25687.0	10165.0	32037.0	4449.0	14799.0	5647.0	22192.0
gRNA_6743	Lats1	22722.0	20475.0	25489.0	102994.0	20258.0	21472.0	29605.0	790.0	16629.0	19003.0	21670.0	8899.0	21373.0	31141.0	2575.0	1665.0	23778.0	28449.0	11271.0	22155.0	3585.0	4287.0	1886.0
gRNA_6745	Lats1	26353.0	16461.0	21809.0	94938.0	6043.0	21320.0	20910.0	358.0	31287.0	18951.0	39038.0	9795.0	14477.0	23005.0	35058.0	12583.0	43451.0	12593.0	72379.0	6947.0	17791.0	14746.0	4269.0
gRNA_6781	Lck	21082.0	15003.0	16289.0	76962.0	9281.0	11346.0	7077.0	493.0	12612.0	10803.0	15735.0	5198.0	7574.0	14470.0	1927.0	1727.0	17359.0	4819.0	1078.0	3133.0	8827.0	1604.0	1154.0
gRNA_6782	Lck	6669.0	5338.0	6718.0	17584.0	1891.0	8991.0	4114.0	152.0	1157.0	5922.0	3474.0	1130.0	3825.0	365.0	178.0	55.0	1782.0	2532.0	13.0	426.0	2803.0	385.0	127.0
gRNA_6797	Lyn	20829.0	15670.0	20044.0	79695.0	10702.0	13935.0	22495.0	377.0	12342.0	15335.0	18664.0	4362.0	4468.0	16059.0	7736.0	3213.0	12431.0	6780.0	127.0	15505.0	18152.0	9785.0	22551.0
gRNA_6833	Map2k1	13901.0	9423.0	15605.0	99868.0	6794.0	5774.0	15059.0	535.0	7003.0	15476.0	11603.0	6597.0	3213.0	2525.0	9236.0	2762.0	7848.0	8202.0	5075.0	15285.0	2702.0	999.0	3816.0
gRNA_6834	Map2k1	13467.0	6837.0	8608.0	36004.0	5777.0	3546.0	9538.0	208.0	15635.0	10642.0	7787.0	1318.0	4088.0	8255.0	1066.0	6209.0	3791.0	11975.0	387.0	33159.0	1039.0	719.0	2687.0
gRNA_6835	Map2k1	24576.0	14035.0	13493.0	71985.0	8846.0	5696.0	17208.0	177.0	4799.0	5021.0	12747.0	5260.0	4784.0	8440.0	109297.0	1169.0	11506.0	3455.0	6476.0	1597.0	15642.0	833.0	25351.0
gRNA_6842	Map2k1	18024.0	14125.0	15504.0	71601.0	5340.0	11011.0	9667.0	349.0	6191.0	11462.0	15350.0	4366.0	4438.0	8510.0	1993.0	3673.0	19344.0	5987.0	71517.0	1154.0	18372.0	5320.0	1081.0
gRNA_6849	Map2k2	46893.0	45760.0	49565.0	191841.0	23046.0	26960.0	36976.0	470.0	30981.0	32076.0	64291.0	12039.0	12061.0	66560.0	93494.0	6788.0	25311.0	9125.0	1657.0	11275.0	69524.0	25678.0	85440.0
gRNA_7393	Mtor	30187.0	21571.0	24998.0	102503.0	10625.0	14511.0	27685.0	757.0	9462.0	13113.0	22144.0	10490.0	10496.0	9111.0	2974.0	5157.0	15659.0	9337.0	2603.0	2264.0	16868.0	19068.0	85807.0
gRNA_7429	Mtor	12140.0	8304.0	10103.0	51712.0	4419.0	4585.0	3647.0	243.0	7241.0	8744.0	11098.0	4891.0	5279.0	21499.0	676.0	7970.0	11663.0	5305.0	30005.0	1728.0	26354.0	1599.0	2596.0
gRNA_7481	Myc	21199.0	6695.0	7941.0	33332.0	3635.0	6145.0	4896.0	94.0	2058.0	4354.0	8212.0	2196.0	2378.0	5454.0	1249.0	46.0	7870.0	3960.0	400.0	2715.0	748.0	1541.0	3637.0
gRNA_7510	Myd88	19115.0	22879.0	24095.0	71113.0	3767.0	33715.0	15175.0	333.0	39140.0	20193.0	52423.0	7780.0	12710.0	39507.0	1848.0	20648.0	9020.0	12744.0	1680.0	8544.0	79652.0	5156.0	8745.0
gRNA_7511	Myd88	15212.0	6110.0	8830.0	31694.0	3058.0	2055.0	9216.0	242.0	7594.0	9635.0	14571.0	4507.0	3748.0	5271.0	3061.0	3515.0	11681.0	2241.0	1422.0	15002.0	4547.0	1176.0	10674.0
gRNA_7512	Myd88	31492.0	17671.0	19069.0	182628.0	31378.0	10322.0	22170.0	405.0	15383.0	13134.0	15041.0	3495.0	14395.0	7611.0	39636.0	1376.0	19678.0	2737.0	1541.0	21758.0	19565.0	15626.0	32171.0
gRNA_7513	Myd88	27986.0	14859.0	19481.0	70190.0	12233.0	12643.0	21082.0	334.0	11021.0	21715.0	13006.0	4796.0	4371.0	5667.0	6551.0	7965.0	3486.0	9872.0	159685.0	17330.0	3991.0	900.0	11461.0
gRNA_7514	Myd88	23305.0	9647.0	12576.0	55042.0	7091.0	7466.0	16310.0	600.0	10652.0	9921.0	4780.0	3810.0	2756.0	6829.0	1297.0	3564.0	2848.0	6317.0	505.0	4141.0	5787.0	3338.0	4278.0
gRNA_7558	Ncoa3	22428.0	13189.0	19008.0	116742.0	14971.0	14390.0	16188.0	428.0	11478.0	14662.0	6462.0	5332.0	10201.0	7990.0	1640.0	3075.0	17381.0	3719.0	216139.0	10008.0	963.0	1277.0	6448.0
gRNA_7812	Nfe2	18476.0	8128.0	9498.0	21122.0	5734.0	6921.0	9476.0	128.0	21344.0	5826.0	4305.0	1918.0	3109.0	5420.0	1015.0	3338.0	4946.0	5292.0	5459.0	370.0	479.0	803.0	748.0
gRNA_7813	Nfe2	26718.0	15766.0	17936.0	100494.0	17309.0	11452.0	17449.0	309.0	11219.0	13214.0	6941.0	4627.0	4278.0	15218.0	1647.0	2962.0	7932.0	3273.0	3312.0	7494.0	24944.0	4907.0	124035.0
gRNA_7816	Nfe2l2	29305.0	34803.0	39603.0	203553.0	22333.0	67675.0	38257.0	770.0	32298.0	34155.0	41585.0	9320.0	12634.0	47182.0	72560.0	2414.0	22566.0	7862.0	9323.0	10543.0	40571.0	22613.0	35290.0
gRNA_7839	Nkx2-1	21508.0	12935.0	12295.0	48145.0	3337.0	4701.0	9113.0	148.0	15135.0	9371.0	16893.0	7339.0	12737.0	5953.0	3889.0	2582.0	46327.0	10112.0	3175.0	3661.0	8331.0	2803.0	8378.0
gRNA_7843	Nkx2-1	12792.0	6142.0	6545.0	61029.0	5245.0	3237.0	9594.0	538.0	2837.0	4727.0	7084.0	1851.0	434.0	1969.0	603.0	3261.0	1770.0	207.0	212.0	1600.0	3476.0	428.0	161.0
gRNA_7902	Notch1	26950.0	15461.0	14890.0	128925.0	18167.0	21125.0	21960.0	336.0	10757.0	14073.0	8806.0	4427.0	5816.0	5708.0	7900.0	1495.0	4688.0	16441.0	22468.0	6075.0	9372.0	2784.0	4998.0
gRNA_7918	Notch1	34604.0	34782.0	37304.0	264978.0	18753.0	47447.0	37203.0	359.0	51582.0	32538.0	39103.0	11144.0	25807.0	19222.0	43057.0	3487.0	22194.0	23783.0	8802.0	14699.0	4948.0	9261.0	98745.0
gRNA_8228	Nsd1	37620.0	25608.0	35330.0	107258.0	16648.0	17523.0	47774.0	360.0	16343.0	27635.0	29001.0	15778.0	12671.0	27666.0	52131.0	8743.0	18118.0	4082.0	11798.0	20097.0	7530.0	2272.0	250181.0
gRNA_8699	Phf6	16577.0	26197.0	28516.0	89093.0	8227.0	16495.0	16645.0	239.0	15438.0	24938.0	34847.0	7979.0	16698.0	15424.0	8356.0	2118.0	24866.0	19786.0	614.0	22331.0	85628.0	4118.0	5624.0
